H2O@ Tob-I Amor-Sl Jennite Tob-II C2AH8 C2FH8 C3AH6 C3FH6 C4AH13 C4FH13 ettringite Fe-ettringite 1ettringite 1Fe-ettringite monosulphate Fe-monosulphate straetlingite C2FSH8 hemicarbonate Fe-hemicarbonate monocarbonate Femonocarbonate 1C4AH13 1monosulphate 2C4AH13 2monosulphate tricarboalu 2ettringite 1tricarboalu 3ettringite hydrotalcite Fe-hydrotalcite AlOHam Gbs Kln Gr C2S-beta C3A C3S C4AF 1C2AH8 1C3AH6 3C4AH13 CAH10 3monosulphate 1straetlingite C3AS0.8H4.4 1hemicarbonate 1monocarbonate 4ettringite Arg Cal Dis-Dol Ord-Dol Lim Portlandite Anh Gp hemihydrate thaumasite Fe FeCO3(pr) Sd Hem Mag Fe(OH)3(am) Fe(OH)3(mic) Gt Py Tro Melanterite syngenite 1hydrotalcite CO3-hydrotalcite Mgs Brc Sulfur Qtz Amor-Sl 
42.6669 0 0 0.0706876 0.00709621 0 0 0 0 0 0 0.0538828 0.00118108 0.000215978 4.7341e-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15.6615 7.9586 54.4139 6.95956 0 0 0 0 0 0 0 0 0 0 0 0.789852 0 0 0 0.725451 0 4.14159 0 0 0 0 0 0 0 0 0 0 0 0 0 0.004485 0 0 0 4.68836 0 0 0 
42.6593 0 0 0.083853 0.00841786 0 0 0 0 0 0 0.0654018 0.00150987 0.000217009 5.00988e-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15.6577 7.95619 54.401 6.95944 0 0 0 0 0 0 0 0 0 0 0 0.789852 0 0 0 0.732083 0 4.13685 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00468681 0 0 0 4.68839 0 0 0 
42.6506 0 0 0.0991289 0.00995138 0 0 0 0 0 0 0.0784443 0.0018988 0.000219605 5.3157e-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15.6535 7.95346 54.3857 6.9593 0 0 0 0 0 0 0 0 0 0 0 0.789852 0 0 0 0.739877 0 4.13149 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00490993 0 0 0 4.68843 0 0 0 
42.6406 0 0 0.116807 0.011726 0 0 0 0 0 0 0.0931836 0.00235656 0.00022481 5.68532e-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.46547e-22 4.59982e-18 0 0 0 0 15.6488 7.95038 54.3676 6.95913 0 0 0 0 0 0 0 0 0 0 0 0.789852 0 0 0 0.749002 0 4.12544 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00515797 0 0 0 4.68847 0 0 0 
42.6292 0 0 0.13722 0.0137753 0 0 0 0 0 0 0.109818 0.0027968 0.000230182 5.8622e-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.76092e-09 3.68853e-05 0 0 0 0 15.6437 7.94691 54.3465 6.95893 0 0 0 0 0 0 0 0 0 0 0 0.789852 0 0 0 0.759665 0 4.11868 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00538619 0 0 0 4.68849 0 0 0 
42.6162 0 0 0.16075 0.0161374 0 0 0 0 0 0 0.12857 0.00327435 0.000231228 5.88881e-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7.04229e-09 9.40832e-05 0 0 0 0 15.6381 7.943 54.3217 6.95869 0 0 0 0 0 0 0 0 0 0 0 0.789852 0 0 0 0.772081 0 4.11102 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00573408 0 0 0 4.68852 0 0 0 
42.6014 0 0 0.18783 0.0188559 0 0 0 0 0 0 0.149678 0.00381191 0.000232765 5.92791e-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.25665e-08 0.000167884 0 0 0 0 15.632 7.9386 54.2928 6.95842 0 0 0 0 0 0 0 0 0 0 0 0.789852 0 0 0 0.786499 0 4.10244 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00607928 0 0 0 4.68854 0 0 0 
42.5844 0 0 0.218958 0.0219808 0 0 0 0 0 0 0.173417 0.00441693 0.000234659 5.97674e-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.95487e-08 0.000261189 0 0 0 0 15.6252 7.93367 54.2591 6.95811 0 0 0 0 0 0 0 0 0 0 0 0.789852 0 0 0 0.803209 0 4.09281 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00644888 0 0 0 4.68856 0 0 0 
42.5652 0 0 0.254699 0.0255688 0 0 0 0 0 0 0.20009 0.0050957 0.000236852 6.03192e-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.83037e-08 0.000378124 0 0 0 0 15.6178 7.92813 54.22 6.95774 0 0 0 0 0 0 0 0 0 0 0 0.789853 0 0 0 0.822546 0 4.08198 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00691703 0 0 0 4.68858 0 0 0 
42.5432 0 0 0.295696 0.0296845 0 0 0 0 0 0 0.230035 0.00585822 0.000239328 6.09489e-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.90993e-08 0.00052234 0 0 0 0 15.6097 7.92192 54.1747 6.95732 0 0 0 0 0 0 0 0 0 0 0 0.789853 0 0 0 0.844885 0 4.06994 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00726137 0 0 0 4.68859 0 0 0 
42.5183 0 0 0.342685 0.0344015 0 0 0 0 0 0 0.263628 0.0067137 0.000241988 6.16259e-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.23085e-08 0.000698804 0 0 0 0 15.6008 7.91496 54.1223 6.95683 0 0 0 0 0 0 0 0 0 0 0 0.789853 0 0 0 0.870667 0 4.05632 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00786732 0 0 0 4.6886 0 0 0 
42.49 0 0 0.396499 0.0398038 0 0 0 0 0 0 0.301289 0.00767271 0.000244828 6.23486e-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.83542e-08 0.000913153 0 0 0 0 15.591 7.90716 54.0616 6.95627 0 0 0 0 0 0 0 0 0 0 0 0.789853 0 0 0 0.900382 0 4.04114 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00843953 0 0 0 4.6886 0 0 0 
42.4579 0 0 0.458087 0.0459866 0 0 0 0 0 0 0.343481 0.00874707 0.000247778 6.3099e-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.77191e-08 0.00117184 0 0 0 0 15.5803 7.89844 53.9915 6.95562 0 0 0 0 0 0 0 0 0 0 0 0.789853 0 0 0 0.934598 0 4.02416 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00907234 0 0 0 4.68859 0 0 0 
42.4214 0 0 0.528529 0.0530582 0 0 0 0 0 0 0.390719 0.00995002 0.000250919 6.38988e-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.10957e-07 0.00148227 0 0 0 0 15.5685 7.88868 53.9107 6.95488 0 0 0 0 0 0 0 0 0 0 0 0.789853 0 0 0 0.973959 0 4.00517 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00977725 0 0 0 4.68857 0 0 0 
42.3801 0 0 0.60905 0.0611415 0 0 0 0 0 0 0.443572 0.0112957 0.000253996 6.46809e-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.38723e-07 0.00185315 0 0 0 0 15.5557 7.87778 53.8176 6.95402 0 0 0 0 0 0 0 0 0 0 0 0.789853 0 0 0 1.0192 0 3.98397 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0105549 0 0 0 4.68854 0 0 0 
42.3332 0 0 0.701039 0.0703761 0 0 0 0 0 0 0.502673 0.0128005 0.00025702 6.54499e-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.71739e-07 0.00229417 0 0 0 0 15.5416 7.8656 53.7104 6.95303 0 0 0 0 0 0 0 0 0 0 0 0.789853 0 0 0 1.07115 0 3.96031 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0114083 0 0 0 4.68849 0 0 0 
42.2801 0 0 0.806075 0.0809205 0 0 0 0 0 0 0.568718 0.0144791 0.000259937 6.61238e-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.10855e-07 0.00281783 0 0 0 0 15.5262 7.85201 53.5871 6.95191 0 0 0 0 0 0 0 0 0 0 0 0.789853 0 0 0 1.13078 0 3.93391 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0123511 0 0 0 4.68842 0 0 0 
42.2199 0 0 0.925933 0.0929528 0 0 0 0 0 0 0.642472 0.0163599 0.000262676 6.68876e-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.57035e-07 0.00343347 0 0 0 0 15.5094 7.83686 53.4455 6.95061 0 0 0 0 0 0 0 0 0 0 0 0.789854 0 0 0 1.19914 0 3.90449 0 0 0 0 0 0 0 0 0 0 0 0 0 0.013388 0 0 0 4.68833 0 0 0 
42.1519 0 0 1.06263 0.106676 0 0 0 0 0 0 0.724783 0.0184556 0.000265306 6.75566e-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.11368e-07 0.0041592 0 0 0 0 15.491 7.81996 53.2828 6.94913 0 0 0 0 0 0 0 0 0 0 0 0.789854 0 0 0 1.27747 0 3.8717 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0145438 0 0 0 4.68821 0 0 0 
42.0749 0 0 1.21846 0.122319 0 0 0 0 0 0 0.816579 0.0207924 0.000267628 6.81457e-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.75122e-07 0.00501068 0 0 0 0 15.4709 7.80114 53.0962 6.94744 0 0 0 0 0 0 0 0 0 0 0 0.789854 0 0 0 1.36716 0 3.83524 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0157774 0 0 0 4.68806 0 0 0 
41.9879 0 0 1.39596 0.140138 0 0 0 0 0 0 0.687029 0.0174933 0.232122 0.00591033 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.49692e-07 0.00600661 0 0 0 0 15.4491 7.78019 52.8822 6.94551 0 0 0 0 0 0 0 0 0 0 0 0.789854 0 0 0 1.46976 0 3.79467 0 0 0 0 0 0 0 0 0 0 0 0 0 0.017147 0 0 0 4.68787 0 0 0 
41.8895 0 0 1.59802 0.160423 0 0 0 0 0 0 0.860208 0.0219022 0.172864 0.00440138 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.36678e-07 0.00716831 0 0 0 0 15.4253 7.75688 52.6373 6.94331 0 0 0 0 0 0 0 0 0 0 0 0.789855 0 0 0 1.58704 0 3.74959 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0186441 0 0 0 4.68763 0 0 0 
41.7785 0 0 1.82791 0.1835 0 0 0 0 0 0 1.02188 0.0260178 0.13796 0.00351256 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.37885e-07 0.00851987 0 0 0 0 15.3995 7.73099 52.357 6.94081 0 0 0 0 0 0 0 0 0 0 0 0.789855 0 0 0 1.721 0 3.69954 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0202782 0 0 0 4.68733 0 0 0 
41.6532 0 0 2.08921 0.209732 0 0 0 0 0 0 1.18595 0.0301941 0.114822 0.00292336 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7.5532e-07 0.0100881 0 0 0 0 15.3715 7.70223 52.0366 6.93796 0 0 0 0 0 0 0 0 0 0 0 0.789855 0 0 0 1.87386 0 3.64403 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0220572 0 0 0 4.68698 0 0 0 
41.5119 0 0 2.38597 0.239523 0 0 0 0 0 0 1.35881 0.0345938 0.0984976 0.00250765 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.91237e-07 0.011903 0 0 0 0 15.3412 7.67033 51.6708 6.93472 0 0 0 0 0 0 0 0 0 0 0 0.789856 0 0 0 2.0481 0 3.58251 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0239902 0 0 0 4.68655 0 0 0 
41.3528 0 0 2.72267 0.273324 0 0 0 0 0 0 1.54349 0.0392942 0.0875139 0.00222793 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.04813e-06 0.013998 0 0 0 0 15.3084 7.63498 51.2536 6.93105 0 0 0 0 0 0 0 0 0 0 0 0.789856 0 0 0 2.24652 0 3.51441 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0260853 0 0 0 4.68603 0 0 0 
41.1737 0 0 3.10431 0.311636 0 0 0 0 0 0 1.73808 0.0442463 0.0854847 0.00217618 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.2288e-06 0.0164102 0 0 0 0 15.273 7.59583 50.7783 6.9269 0 0 0 0 0 0 0 0 0 0 0 0.789857 0 0 0 2.4722 0 3.4391 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0283511 0 0 0 4.68542 0 0 0 
40.9767 0 0 3.52464 0.353832 0 0 0 0 0 0 1.9382 0.0493388 0.0985887 0.00250967 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.43627e-06 0.0191801 0 0 0 0 15.2349 7.55254 50.2538 6.92221 0 0 0 0 0 0 0 0 0 0 0 0.789858 0 0 0 2.72104 0 3.35615 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0304577 0 0 0 4.6847 0 0 0 
40.7651 0 0 3.97186 0.398727 0 0 0 0 0 0 2.27067 0.0578004 0.00195054 4.96512e-05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.67389e-06 0.0223527 0 0 0 0 15.194 7.50472 49.6961 6.91691 0 0 0 0 0 0 0 0 0 0 0 0.789858 0 0 0 2.98548 0 3.26461 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0323812 0 0 0 4.68384 0 0 0 
40.5371 0 0 4.44656 0.446381 0 0 0 0 0 0 2.53085 0.0644205 0.00230282 5.86163e-05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.94537e-06 0.0259769 0 0 0 0 15.15 7.45195 49.1049 6.91094 0 0 0 0 0 0 0 0 0 0 0 0.789859 0 0 0 3.26596 0 3.16305 0 0 0 0 0 0 0 0 0 0 0 0 0 0.034669 0 0 0 4.68285 0 0 0 
40.292 0 0 4.94915 0.496836 0 0 0 0 0 0 2.81745 0.0717121 0.00310183 7.89505e-05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.2547e-06 0.0301062 0 0 0 0 15.1029 7.39382 48.4798 6.90423 0 0 0 0 0 0 0 0 0 0 0 0.78986 0 0 0 3.56265 0 3.05054 0 0 0 0 0 0 0 0 0 0 0 0 0 0.037355 0 0 0 4.68169 0 0 0 
40.0291 0 0 5.47992 0.550119 0 0 0 0 0 0 3.13385 0.0797609 0.00330636 8.41517e-05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.60621e-06 0.034798 0 0 0 0 15.0523 7.32985 47.8206 6.8967 0 0 0 0 0 0 0 0 0 0 0 0.789861 0 0 0 3.87566 0 2.92608 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0404945 0 0 0 4.68034 0 0 0 
39.7476 0 0 6.03896 0.606239 0 0 0 0 0 0 3.48171 0.0886086 0.00367013 9.34038e-05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.0046e-06 0.0401148 0 0 0 0 14.9982 7.25957 47.1275 6.88826 0 0 0 0 0 0 0 0 0 0 0 0.789862 0 0 0 4.20493 0 2.78861 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0441629 0 0 0 4.67879 0 0 0 
39.4483 0 0 6.62617 0.665188 0 0 0 0 0 0 3.85924 0.0982092 0.00417388 0.000106216 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.45807e-06 0.0461658 0 0 0 0 14.9402 7.18343 46.401 6.87883 0 0 0 0 0 0 0 0 0 0 0 0.789862 0 0 0 4.55035 0 2.63895 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0482651 0 0 0 4.67697 0 0 0 
39.1344 0 0 7.24125 0.726935 0 0 0 0 0 0 4.25821 0.108353 0.00466602 0.00011873 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.98021e-06 0.0531324 0 0 0 0 14.8781 7.10328 45.6417 6.86832 0 0 0 0 0 0 0 0 0 0 0 0.789863 0 0 0 4.91164 0 2.48076 0 0 0 0 0 0 0 0 0 0 0 0 0 0.052571 0 0 0 4.67478 0 0 0 
38.8054 0 0 7.88372 0.791431 0 0 0 0 0 0 4.67869 0.119042 0.00523114 0.000133099 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.57952e-06 0.061128 0 0 0 0 14.8116 7.01916 44.8508 6.8566 0 0 0 0 0 0 0 0 0 0 0 0.789865 0 0 0 5.28842 0 2.31393 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0571329 0 0 0 4.67217 0 0 0 
38.4616 0 0 8.5529 0.858608 0 0 0 0 0 0 5.12069 0.130277 0.00588253 0.000149659 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.26548e-06 0.0702783 0 0 0 0 14.7404 6.93112 44.0296 6.84356 0 0 0 0 0 0 0 0 0 0 0 0.789866 0 0 0 5.68011 0 2.13844 0 0 0 0 0 0 0 0 0 0 0 0 0 0.061956 0 0 0 4.66908 0 0 0 
38.1031 0 0 9.24792 0.928379 0 0 0 0 0 0 5.58408 0.142052 0.00667026 0.000169683 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.04861e-06 0.0807236 0 0 0 0 14.6642 6.83925 43.1797 6.82906 0 0 0 0 0 0 0 0 0 0 0 0.789867 0 0 0 6.08607 0 1.9543 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0670473 0 0 0 4.66544 0 0 0 
37.7306 0 0 9.96775 1.00064 0 0 0 0 0 0 6.07198 0.154448 0.00423456 0.000107711 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.94062e-06 0.0926194 0 0 0 0 14.5826 6.74369 42.303 6.81296 0 0 0 0 0 0 0 0 0 0 0 0.789868 0 0 0 6.50547 0 1.76159 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0724115 0 0 0 4.66118 0 0 0 
37.3443 0 0 10.7112 1.07527 0 0 0 0 0 0 6.58104 0.167378 0.00159316 4.05195e-05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7.95464e-06 0.10614 0 0 0 0 14.4951 6.64461 41.4018 6.79509 0 0 0 0 0 0 0 0 0 0 0 0.789869 0 0 0 6.93743 0 1.56044 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0780563 0 0 0 4.65622 0 0 0 
36.9448 0 0 11.477 1.15215 0 0 0 0 0 0 7.10902 0.180786 0.000508469 1.29306e-05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9.10525e-06 0.12148 0 0 0 0 14.4013 6.54221 40.4785 6.77526 0 0 0 0 0 0 0 0 0 0 0 0.78987 0 0 0 7.38093 0 1.351 0 0 0 0 0 0 0 0 0 0 0 0 0 0.083987 0 0 0 4.65046 0 0 0 
36.5331 0 0 12.2628 1.23103 0 0 0 0 0 0 7.65597 0.194672 0.000351409 8.93544e-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.04088e-05 0.138857 0 0 0 0 14.3015 6.43673 39.5357 6.75326 0 0 0 0 0 0 0 0 0 0 0 0.789872 0 0 0 7.83471 0 1.1335 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0901927 0 0 0 4.6438 0 0 0 
36.1102 0 0 13.0651 1.31158 0 0 0 0 0 0 8.22213 0.209042 0.000209919 5.33705e-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.18837e-05 0.158514 0 0 0 0 14.1972 6.32843 38.5762 6.72888 0 0 0 0 0 0 0 0 0 0 0 0.789873 0 0 0 8.29725 0 0.908187 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0966726 0 0 0 4.63613 0 0 0 
35.6826 0 0 13.882 1.39358 0 0 0 0 0 0 8.79147 0.22349 0.000214196 5.44511e-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.35614e-05 0.180871 0 0 0 0 14.0883 6.2209 37.6029 6.70185 0 0 0 0 0 0 0 0 0 0 0 0.789875 0 0 0 8.76732 0 0.681873 0 0 0 0 0 0 0 0 0 0 0 0 0 0.103048 0 0 0 4.62721 0 0 0 
35.2488 0 0 14.7114 1.47684 0 0 0 0 0 0 9.36697 0.23809 0.00025551 6.49456e-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.54639e-05 0.206223 0 0 0 0 13.9746 6.11367 36.6189 6.67186 0 0 0 0 0 0 0 0 0 0 0 0.789876 0 0 0 9.24364 0 0.453184 0 0 0 0 0 0 0 0 0 0 0 0 0 0.109523 0 0 0 4.61691 0 0 0 
34.8086 0 0 15.5511 1.56114 0 0 0 0 0 0 9.95106 0.252904 0.000351304 8.92831e-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.76162e-05 0.234898 0 0 0 0 13.8559 6.00642 35.6272 6.63856 0 0 0 0 0 0 0 0 0 0 0 0.789877 0 0 0 9.72486 0 0.221004 0 0 0 0 0 0 0 0 0 0 0 0 0 0.116195 0 0 0 4.60508 0 0 0 
34.363 0 0 16.3993 1.64628 0 0 0 0 0 0 10.5461 0.256623 0.000428481 1.04265e-05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.12069e-05 0.271611 0 0 0 0 13.7322 5.89888 34.6308 6.60158 0 0 0 0 0 0 0 0 0 0 0 0.789877 0 0 0 10.2103 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.108716 0 0 0 4.58953 0 0 0 
33.924 0 0 17.2538 1.73198 0 0 0 0 0 0 11.1538 0.0726605 0.000501937 3.26982e-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000106247 0.384203 0 0 0 0 13.6033 5.79083 33.6327 6.56048 0 0 0 0 0 0 0 0 0 0 0 0.789833 0 0 0 10.6939 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.53863 0 0 0 
