Al(SO4)+ Al(SO4)2- Al+3 AlO+ AlO2- AlO2H@ AlOH+2 AlHSiO3+2 AlSiO4- AlSiO5-3 Ca(CO3)@ Ca(HCO3)+ Ca(SO4)@ Ca+2 CaOH+ Ca(HSiO3)+ CaSiO3@ Fe(CO3)@ Fe(HCO3)+ Fe(HSO4)+ Fe(SO4)@ Fe+2 FeOH+ Fe(HSO4)+2 Fe(SO4)+ Fe(SO4)2- Fe+3 Fe2(OH)2+4 Fe3(OH)4+5 FeO+ FeO2- FeO2H@ FeOH+2 FeHSiO3+2 K(SO4)- K+ KOH@ Mg(CO3)@ Mg(HCO3)+ Mg+2 MgOH+ MgSO4@ Mg(HSiO3)+ MgSiO3@ Na(CO3)- Na(HCO3)@ Na(SO4)- Na+ NaOH@ HSiO3- Si4O10-4 SiO2@ SiO3-2 CO2@ CO3-2 HCO3- CH4@ H2@ N2@ O2@ S2O3-2 HSO3- SO3-2 HSO4- SO4-2 H2S@ HS- S-2 OH- H+ H2O@ 
0 0 0 5.38893e-23 2.52247e-09 5.46627e-16 5.97525e-30 0 1.80492e-14 1.09576e-13 5.55025e-06 1.26847e-10 0.00540456 0.00234533 0.00149739 3.9815e-08 3.32201e-05 0 0 0 1.71651e-33 8.35979e-34 1.01727e-30 0 0 0 0 0 0 2.64434e-19 2.80404e-09 2.3814e-13 2.04357e-28 0 0.0906891 0.335862 0.00814384 3.46664e-12 1.27629e-16 2.57257e-09 3.59366e-08 6.96345e-09 8.7124e-14 4.58736e-10 1.37155e-05 6.84474e-10 0.0301923 0.15793 0.00729608 3.53783e-06 5.07067e-18 1.79757e-09 3.88178e-06 2.47981e-15 1.54077e-05 1.40086e-08 0 0 0.000519595 0.000263073 0 0 0 5.22111e-13 0.125985 0 0 0 0.127072 1.40824e-13 0.984162 
0 0 0 5.38868e-23 2.52265e-09 5.46638e-16 5.97449e-30 0 1.80504e-14 1.0959e-13 5.55025e-06 1.26838e-10 0.00540457 0.00234499 0.00149729 3.98125e-08 3.32202e-05 0 0 0 1.71649e-33 8.35847e-34 1.01719e-30 0 0 0 0 0 0 2.64418e-19 2.80419e-09 2.38141e-13 2.04328e-28 0 0.0906937 0.335839 0.00814382 3.46664e-12 1.27621e-16 2.5722e-09 3.59343e-08 6.96347e-09 8.71184e-14 4.58738e-10 1.37235e-05 6.84838e-10 0.03021 0.158004 0.00729997 3.538e-06 5.07124e-18 1.79757e-09 3.88212e-06 2.4798e-15 1.5409e-05 1.40093e-08 0 0 0.000519586 0.000263091 0 0 0 5.22138e-13 0.125996 0 0 0 0.127079 1.40814e-13 0.984161 
0 0 0 5.38842e-23 2.52284e-09 5.4665e-16 5.97367e-30 0 1.80518e-14 1.09605e-13 5.55025e-06 1.26829e-10 0.0054046 0.00234463 0.00149719 3.98097e-08 3.32203e-05 0 0 0 1.71647e-33 8.35703e-34 1.0171e-30 0 0 0 0 0 0 2.64401e-19 2.80436e-09 2.38142e-13 2.04296e-28 0 0.0906987 0.335815 0.0081438 3.46664e-12 1.27612e-16 2.5718e-09 3.59317e-08 6.9635e-09 8.71123e-14 4.58739e-10 1.37322e-05 6.85233e-10 0.0302292 0.158084 0.0073042 3.5382e-06 5.07187e-18 1.79757e-09 3.88248e-06 2.4798e-15 1.54104e-05 1.401e-08 0 0 0.000519576 0.000263111 0 0 0 5.22167e-13 0.126008 0 0 0 0.127085 1.40804e-13 0.984159 
0 0 0 5.38813e-23 2.52305e-09 5.46662e-16 5.97279e-30 0 1.80534e-14 1.09622e-13 5.55025e-06 1.26819e-10 0.00540462 0.00234423 0.00149707 3.98067e-08 3.32204e-05 0 0 0 1.71645e-33 8.35549e-34 1.01701e-30 0 0 0 0 0 0 2.64382e-19 2.80455e-09 2.38143e-13 2.04263e-28 0 0.090704 0.335788 0.00814377 3.46664e-12 1.27602e-16 2.57136e-09 3.5929e-08 6.96353e-09 8.71059e-14 4.5874e-10 1.37416e-05 6.85661e-10 0.03025 0.158171 0.00730877 3.53841e-06 5.07258e-18 1.79757e-09 3.88288e-06 2.47979e-15 1.54119e-05 1.40108e-08 0 0 0.000519565 0.000263133 0 0 0 5.22199e-13 0.126021 0 0 0 0.127093 1.40793e-13 0.984157 
0 0 0 5.38782e-23 2.52328e-09 5.46675e-16 5.97183e-30 0 1.8055e-14 1.0964e-13 5.55025e-06 1.26809e-10 0.00540464 0.0023438 0.00149695 3.98035e-08 3.32205e-05 0 0 0 1.71642e-33 8.3538e-34 1.0169e-30 0 0 0 0 0 0 2.64362e-19 2.80475e-09 2.38145e-13 2.04226e-28 0 0.0907098 0.335759 0.00814374 3.46664e-12 1.27591e-16 2.57089e-09 3.59261e-08 6.96356e-09 8.70988e-14 4.58742e-10 1.37517e-05 6.86124e-10 0.0302725 0.158266 0.00731372 3.53863e-06 5.08044e-18 1.79758e-09 3.88331e-06 2.47979e-15 1.54136e-05 1.40116e-08 0 0 0.000519553 0.000263158 0 0 0 5.22233e-13 0.126035 0 0 0 0.127101 1.40781e-13 0.984155 
0 0 0 5.38754e-23 2.52349e-09 5.46688e-16 5.97094e-30 0 1.80565e-14 1.09656e-13 5.55025e-06 1.26799e-10 0.00540466 0.00234341 0.00149684 3.98005e-08 3.32206e-05 0 0 0 1.71639e-33 8.35219e-34 1.0168e-30 0 0 0 0 0 0 2.64343e-19 2.80493e-09 2.38146e-13 2.04192e-28 0 0.0907152 0.335733 0.00814373 3.46664e-12 1.27581e-16 2.57046e-09 3.59234e-08 6.96359e-09 8.70923e-14 4.58743e-10 1.3761e-05 6.86544e-10 0.030293 0.158351 0.00731822 3.53884e-06 5.07396e-18 1.79758e-09 3.88369e-06 2.47978e-15 1.5415e-05 1.40124e-08 0 0 0.000519539 0.000263187 0 0 0 5.22264e-13 0.126048 0 0 0 0.127108 1.4077e-13 0.984153 
0 0 0 5.38729e-23 2.52367e-09 5.46699e-16 5.97018e-30 0 1.80578e-14 1.0952e-13 5.55025e-06 1.2679e-10 0.00540468 0.00234306 0.00149674 3.9798e-08 3.32207e-05 0 0 0 1.71635e-33 8.35075e-34 1.01671e-30 0 0 0 0 0 0 2.64327e-19 2.80508e-09 2.38147e-13 2.04163e-28 0 0.0907198 0.33571 0.0081437 3.46664e-12 1.27573e-16 2.57008e-09 3.5921e-08 6.96361e-09 8.70867e-14 4.58744e-10 1.37691e-05 6.86914e-10 0.030311 0.158426 0.00732217 3.53902e-06 5.06222e-18 1.79758e-09 3.88404e-06 2.47978e-15 1.54164e-05 1.40131e-08 0 0 0.000519523 0.000263219 0 0 0 5.22291e-13 0.126059 0 0 0 0.127115 1.40761e-13 0.984151 
0 0 0 5.38699e-23 2.52389e-09 5.46712e-16 5.96925e-30 0 1.80594e-14 1.09687e-13 5.55025e-06 1.2678e-10 0.00540471 0.00234265 0.00149662 3.97949e-08 3.32208e-05 0 0 0 1.71631e-33 8.34904e-34 1.0166e-30 0 0 0 0 0 0 2.64308e-19 2.80528e-09 2.38148e-13 2.04127e-28 0 0.0907254 0.335683 0.00814368 3.46664e-12 1.27562e-16 2.56963e-09 3.59182e-08 6.96364e-09 8.70798e-14 4.58746e-10 1.3779e-05 6.87363e-10 0.0303329 0.158517 0.00732697 3.53924e-06 5.07529e-18 1.79758e-09 3.88445e-06 2.47977e-15 1.5418e-05 1.40139e-08 0 0 0.000519506 0.000263253 0 0 0 5.22324e-13 0.126073 0 0 0 0.127122 1.4075e-13 0.984149 
0 0 0 5.38663e-23 2.52415e-09 5.46727e-16 5.96812e-30 0 1.80613e-14 1.09708e-13 5.55025e-06 1.26767e-10 0.00540473 0.00234215 0.00149648 3.97911e-08 3.32209e-05 0 0 0 1.71627e-33 8.347e-34 1.01647e-30 0 0 0 0 0 0 2.64284e-19 2.80551e-09 2.3815e-13 2.04084e-28 0 0.0907324 0.33565 0.00814366 3.46664e-12 1.2755e-16 2.56908e-09 3.59147e-08 6.96368e-09 8.70716e-14 4.58747e-10 1.37908e-05 6.87901e-10 0.0303591 0.158627 0.00733273 3.5395e-06 5.07614e-18 1.79758e-09 3.88495e-06 2.47977e-15 1.54199e-05 1.40149e-08 0 0 0.000519489 0.000263289 0 0 0 5.22364e-13 0.126089 0 0 0 0.127132 1.40736e-13 0.984147 
0 0 0 5.3862e-23 2.52447e-09 5.46746e-16 5.9668e-30 0 1.80636e-14 1.09732e-13 5.55025e-06 1.26753e-10 0.00540477 0.00234156 0.00149631 3.97866e-08 3.32211e-05 0 0 0 1.71623e-33 8.34464e-34 1.01633e-30 0 0 0 0 0 0 2.64256e-19 2.80578e-09 2.38152e-13 2.04034e-28 0 0.0907407 0.335611 0.00814364 3.46664e-12 1.27535e-16 2.56843e-09 3.59107e-08 6.96372e-09 8.70618e-14 4.58749e-10 1.38049e-05 6.8854e-10 0.0303902 0.158756 0.00733956 3.53982e-06 5.0772e-18 1.79759e-09 3.88554e-06 2.47976e-15 1.54222e-05 1.40161e-08 0 0 0.00051947 0.000263327 0 0 0 5.22411e-13 0.126109 0 0 0 0.127143 1.40719e-13 0.984144 
0 0 0 5.38571e-23 2.52483e-09 5.46768e-16 5.96525e-30 0 1.80662e-14 1.09761e-13 5.55025e-06 1.26735e-10 0.00540481 0.00234086 0.00149611 3.97814e-08 3.32212e-05 0 0 0 1.71619e-33 8.34191e-34 1.01616e-30 0 0 0 0 0 0 2.64223e-19 2.8061e-09 2.38154e-13 2.03974e-28 0 0.0907497 0.335563 0.00814356 3.46664e-12 1.27517e-16 2.56767e-09 3.59059e-08 6.96377e-09 8.70504e-14 4.58752e-10 1.38215e-05 6.89295e-10 0.030427 0.15891 0.00734763 3.54019e-06 5.07838e-18 1.79759e-09 3.88624e-06 2.47975e-15 1.54248e-05 1.40175e-08 0 0 0.00051945 0.000263367 0 0 0 5.22466e-13 0.126131 0 0 0 0.127156 1.407e-13 0.98414 
0 0 0 5.38513e-23 2.52525e-09 5.46793e-16 5.96347e-30 0 1.80693e-14 1.09794e-13 5.55025e-06 1.26716e-10 0.00540485 0.00234007 0.00149588 3.97754e-08 3.32214e-05 0 0 0 1.71615e-33 8.33881e-34 1.01597e-30 0 0 0 0 0 0 2.64186e-19 2.80647e-09 2.38156e-13 2.03906e-28 0 0.0907605 0.33551 0.00814352 3.46664e-12 1.27498e-16 2.56679e-09 3.59004e-08 6.96383e-09 8.70373e-14 4.58754e-10 1.38403e-05 6.90152e-10 0.0304687 0.159084 0.0073568 3.5406e-06 5.07974e-18 1.79759e-09 3.88703e-06 2.47974e-15 1.54279e-05 1.40191e-08 0 0 0.000519429 0.000263409 0 0 0 5.22529e-13 0.126157 0 0 0 0.127171 1.40678e-13 0.984137 
0 0 0 5.38453e-23 2.5257e-09 5.46819e-16 5.96161e-30 0 1.80725e-14 1.09828e-13 5.55025e-06 1.26695e-10 0.0054049 0.00233923 0.00149564 3.97692e-08 3.32216e-05 0 0 0 1.71611e-33 8.33556e-34 1.01578e-30 0 0 0 0 0 0 2.64146e-19 2.80686e-09 2.38159e-13 2.03835e-28 0 0.0907718 0.335454 0.00814346 3.46664e-12 1.27477e-16 2.56588e-09 3.58947e-08 6.96389e-09 8.70236e-14 4.58757e-10 1.38601e-05 6.91054e-10 0.0305126 0.159267 0.00736644 3.54104e-06 5.08118e-18 1.7976e-09 3.88786e-06 2.47973e-15 1.54311e-05 1.40207e-08 0 0 0.000519407 0.000263453 0 0 0 5.22596e-13 0.126185 0 0 0 0.127186 1.40655e-13 0.984132 
0 0 0 5.38389e-23 2.52617e-09 5.46847e-16 5.95962e-30 0 1.80759e-14 1.09865e-13 5.55025e-06 1.26673e-10 0.00540495 0.00233834 0.00149539 3.97625e-08 3.32219e-05 0 0 0 1.71606e-33 8.3321e-34 1.01557e-30 0 0 0 0 0 0 2.64105e-19 2.80727e-09 2.38161e-13 2.03759e-28 0 0.0907838 0.335395 0.00814341 3.46664e-12 1.27454e-16 2.5649e-09 3.58886e-08 6.96395e-09 8.7009e-14 4.5876e-10 1.38813e-05 6.92013e-10 0.0305594 0.159462 0.0073767 3.54151e-06 5.08269e-18 1.7976e-09 3.88874e-06 2.47972e-15 1.54345e-05 1.40225e-08 0 0 0.000519384 0.0002635 0 0 0 5.22666e-13 0.126214 0 0 0 0.127203 1.4063e-13 0.984128 
0 0 0 5.38321e-23 2.52666e-09 5.46877e-16 5.95752e-30 0 1.80795e-14 1.09904e-13 5.55025e-06 1.26649e-10 0.005405 0.00233741 0.00149512 3.97554e-08 3.32221e-05 0 0 0 1.71602e-33 8.32846e-34 1.01535e-30 0 0 0 0 0 0 2.6406e-19 2.8077e-09 2.38164e-13 2.03679e-28 0 0.0907966 0.335332 0.00814335 3.46664e-12 1.27431e-16 2.56388e-09 3.58822e-08 6.96402e-09 8.69935e-14 4.58764e-10 1.39037e-05 6.93032e-10 0.0306091 0.159669 0.0073876 3.54201e-06 5.08434e-18 1.7976e-09 3.88968e-06 2.47971e-15 1.54381e-05 1.40244e-08 0 0 0.000519361 0.000263548 0 0 0 5.22741e-13 0.126244 0 0 0 0.12722 1.40605e-13 0.984123 
0 0 0 5.38249e-23 2.52719e-09 5.46908e-16 5.95529e-30 0 1.80833e-14 1.09945e-13 5.55025e-06 1.26624e-10 0.00540505 0.00233641 0.00149483 3.97479e-08 3.32224e-05 0 0 0 1.71597e-33 8.32459e-34 1.01512e-30 0 0 0 0 0 0 2.64013e-19 2.80817e-09 2.38167e-13 2.03593e-28 0 0.0908101 0.335266 0.00814329 3.46664e-12 1.27406e-16 2.56278e-09 3.58753e-08 6.96409e-09 8.69771e-14 4.58767e-10 1.39275e-05 6.94113e-10 0.0306618 0.159888 0.00739916 3.54254e-06 5.08604e-18 1.79761e-09 3.89068e-06 2.47969e-15 1.5442e-05 1.40263e-08 0 0 0.000519336 0.000263599 0 0 0 5.2282e-13 0.126277 0 0 0 0.127239 1.40577e-13 0.984119 
0 0 0 5.38173e-23 2.52775e-09 5.46942e-16 5.95292e-30 0 1.80874e-14 1.09843e-13 5.55025e-06 1.26598e-10 0.00540511 0.00233535 0.00149453 3.97399e-08 3.32226e-05 0 0 0 1.71592e-33 8.3205e-34 1.01487e-30 0 0 0 0 0 0 2.63963e-19 2.80866e-09 2.38171e-13 2.03503e-28 0 0.0908245 0.335195 0.00814322 3.46664e-12 1.27379e-16 2.56162e-09 3.5868e-08 6.96417e-09 8.69597e-14 4.58771e-10 1.39527e-05 6.95257e-10 0.0307176 0.16012 0.0074114 3.5431e-06 5.07584e-18 1.79761e-09 3.89173e-06 2.47968e-15 1.5446e-05 1.40284e-08 0 0 0.00051931 0.000263651 0 0 0 5.22904e-13 0.126312 0 0 0 0.127259 1.40548e-13 0.984113 
0 0 0 5.38093e-23 2.52834e-09 5.46977e-16 5.95044e-30 0 1.80916e-14 1.10036e-13 5.55025e-06 1.2657e-10 0.00540518 0.00233424 0.00149421 3.97316e-08 3.32229e-05 0 0 0 1.71587e-33 8.3162e-34 1.01462e-30 0 0 0 0 0 0 2.63911e-19 2.80917e-09 2.38174e-13 2.03407e-28 0 0.0908396 0.335121 0.00814315 3.46664e-12 1.27351e-16 2.5604e-09 3.58604e-08 6.96425e-09 8.69413e-14 4.58775e-10 1.39793e-05 6.96467e-10 0.0307766 0.160365 0.00742434 3.54369e-06 5.08979e-18 1.79762e-09 3.89285e-06 2.47967e-15 1.54503e-05 1.40307e-08 0 0 0.000519283 0.000263705 0 0 0 5.22993e-13 0.126348 0 0 0 0.12728 1.40517e-13 0.984108 
0 0 0 5.38008e-23 2.52897e-09 5.47014e-16 5.94781e-30 0 1.80962e-14 1.10084e-13 5.55025e-06 1.26541e-10 0.00540524 0.00233306 0.00149388 3.97227e-08 3.32232e-05 0 0 0 1.71582e-33 8.31167e-34 1.01435e-30 0 0 0 0 0 0 2.63855e-19 2.80972e-09 2.38178e-13 2.03307e-28 0 0.0908556 0.335042 0.00814308 3.46664e-12 1.27322e-16 2.55911e-09 3.58523e-08 6.96433e-09 8.6922e-14 4.58779e-10 1.40075e-05 6.97745e-10 0.030839 0.160624 0.00743801 3.54431e-06 5.09182e-18 1.79762e-09 3.89403e-06 2.47965e-15 1.54549e-05 1.4033e-08 0 0 0.000519255 0.000263762 0 0 0 5.23087e-13 0.126387 0 0 0 0.127302 1.40484e-13 0.984102 
0 0 0 5.37919e-23 2.52963e-09 5.47053e-16 5.94503e-30 0 1.81009e-14 1.10135e-13 5.55025e-06 1.2651e-10 0.00540531 0.00233182 0.00149352 3.97134e-08 3.32235e-05 0 0 0 1.71577e-33 8.3069e-34 1.01406e-30 0 0 0 0 0 0 2.63797e-19 2.81029e-09 2.38182e-13 2.03201e-28 0 0.0908724 0.334959 0.008143 3.46664e-12 1.27291e-16 2.55775e-09 3.58438e-08 6.96442e-09 8.69016e-14 4.58783e-10 1.40371e-05 6.99088e-10 0.0309046 0.160896 0.00745237 3.54496e-06 5.09392e-18 1.79763e-09 3.89526e-06 2.47964e-15 1.54596e-05 1.40355e-08 0 0 0.000519227 0.000263819 0 0 0 5.23185e-13 0.126427 0 0 0 0.127325 1.4045e-13 0.984096 
0 0 0 5.37825e-23 2.53031e-09 5.47094e-16 5.94214e-30 0 1.81059e-14 1.10189e-13 5.55025e-06 1.26478e-10 0.00540539 0.00233053 0.00149315 3.97036e-08 3.32238e-05 0 0 0 1.71572e-33 8.30194e-34 1.01377e-30 0 0 0 0 0 0 2.63736e-19 2.81089e-09 2.38186e-13 2.0309e-28 0 0.0908901 0.334873 0.00814292 3.46664e-12 1.27258e-16 2.55633e-09 3.58349e-08 6.96452e-09 8.68802e-14 4.58787e-10 1.40681e-05 7.00496e-10 0.0309733 0.161181 0.00746743 3.54565e-06 5.09614e-18 1.79763e-09 3.89655e-06 2.47962e-15 1.54646e-05 1.4038e-08 0 0 0.000519198 0.000263879 0 0 0 5.23288e-13 0.12647 0 0 0 0.127349 1.40414e-13 0.98409 
0 0 0 5.37735e-23 2.53098e-09 5.47134e-16 5.93933e-30 0 1.81107e-14 1.10241e-13 5.55026e-06 1.26447e-10 0.00540546 0.00232927 0.00149279 3.96942e-08 3.32241e-05 0 0 0 1.71567e-33 8.2971e-34 1.01348e-30 0 0 0 0 0 0 2.63676e-19 2.81148e-09 2.3819e-13 2.02983e-28 0 0.0909071 0.334788 0.00814284 3.46664e-12 1.27227e-16 2.55495e-09 3.58262e-08 6.96461e-09 8.68595e-14 4.58792e-10 1.40983e-05 7.01866e-10 0.0310402 0.161459 0.00748208 3.54631e-06 5.09831e-18 1.79764e-09 3.89781e-06 2.4796e-15 1.54694e-05 1.40405e-08 0 0 0.000519168 0.000263939 0 0 0 5.23388e-13 0.126511 0 0 0 0.127373 1.40379e-13 0.984083 
0 0 0 5.37643e-23 2.53166e-09 5.47174e-16 5.9365e-30 0 1.81156e-14 1.10294e-13 5.55026e-06 1.26415e-10 0.00540553 0.002328 0.00149243 3.96846e-08 3.32244e-05 0 0 0 1.71561e-33 8.29221e-34 1.01318e-30 0 0 0 0 0 0 2.63616e-19 2.81207e-09 2.38193e-13 2.02874e-28 0 0.0909244 0.334704 0.00814276 3.46664e-12 1.27195e-16 2.55356e-09 3.58175e-08 6.9647e-09 8.68386e-14 4.58796e-10 1.41289e-05 7.0325e-10 0.0311079 0.161739 0.00749689 3.54699e-06 5.10052e-18 1.79764e-09 3.89908e-06 2.47959e-15 1.54743e-05 1.40431e-08 0 0 0.000519137 0.000264001 0 0 0 5.2349e-13 0.126553 0 0 0 0.127396 1.40344e-13 0.984077 
0 0 0 5.37549e-23 2.53235e-09 5.47216e-16 5.93358e-30 0 1.81206e-14 1.10349e-13 5.55026e-06 1.26382e-10 0.0054056 0.0023267 0.00149205 3.96748e-08 3.32248e-05 0 0 0 1.71556e-33 8.28719e-34 1.01288e-30 0 0 0 0 0 0 2.63555e-19 2.81267e-09 2.38197e-13 2.02763e-28 0 0.0909421 0.334616 0.00814268 3.46664e-12 1.27162e-16 2.55213e-09 3.58085e-08 6.96479e-09 8.68171e-14 4.58801e-10 1.41603e-05 7.04674e-10 0.0311774 0.162027 0.00751211 3.54768e-06 5.10277e-18 1.79765e-09 3.90039e-06 2.47957e-15 1.54794e-05 1.40457e-08 0 0 0.000519107 0.000264063 0 0 0 5.23594e-13 0.126596 0 0 0 0.127421 1.40308e-13 0.984071 
0 0 0 5.44499e-23 2.60262e-09 5.58446e-16 5.96229e-30 0 1.8624e-14 1.14851e-13 5.55026e-06 1.25434e-10 0.00533798 0.0022911 0.00148095 3.93808e-08 3.32281e-05 0 0 0 1.69423e-33 8.16103e-34 1.00542e-30 0 0 0 0 0 0 2.61638e-19 2.83307e-09 2.38238e-13 1.99681e-28 0 0.0915831 0.336346 0.00824613 3.46664e-12 1.26208e-16 2.51309e-09 3.55421e-08 6.87767e-09 8.61739e-14 4.58846e-10 1.43857e-05 7.10856e-10 0.0312774 0.162243 0.00757854 3.57267e-06 5.2336e-18 1.7977e-09 3.95376e-06 2.4794e-15 1.56897e-05 1.41432e-08 0 0 0.000519076 0.000264127 0 0 0 5.20634e-13 0.12671 0 0 0 0.128314 1.39255e-13 0.984005 
0 0 0 8.50898e-23 5.90873e-09 1.05275e-15 7.69989e-30 0 4.22954e-14 3.75335e-13 5.55032e-06 1.03907e-10 0.00354023 0.00157067 0.00122767 3.2656e-08 3.32627e-05 0 0 0 1.12505e-33 5.60184e-34 8.34516e-31 0 0 0 0 0 0 2.17254e-19 3.41764e-09 2.38639e-13 1.37023e-28 0 0.0927005 0.353599 0.0104577 3.46668e-12 1.04548e-16 1.72286e-09 2.94635e-08 4.56138e-09 7.14584e-14 4.59324e-10 2.08762e-05 8.56573e-10 0.0301025 0.162179 0.00913857 4.30094e-06 1.08512e-17 1.79829e-09 5.71854e-06 2.47766e-15 2.26695e-05 1.70087e-08 0 0 0.00051905 0.000264194 0 0 0 4.15247e-13 0.12142 0 0 0 0.154422 1.15356e-13 0.983326 
0 0 0 2.11253e-22 2.82181e-08 3.61936e-15 1.38262e-29 0 2.02058e-13 3.48142e-12 5.5504e-06 7.49778e-11 0.00156842 0.000820996 0.000886557 2.35904e-08 3.33003e-05 0 0 0 4.98328e-34 0 6.02522e-31 0 0 0 0 0 0 1.56929e-19 4.74866e-09 2.38703e-13 7.15849e-29 0 0.081045 0.363042 0.0148684 3.46673e-12 7.54405e-17 9.00543e-10 2.12769e-08 2.02082e-09 5.1621e-14 4.59843e-10 4.0472e-05 1.19547e-09 0.0258541 0.163578 0.0127641 5.97186e-06 4.09624e-17 1.79893e-09 1.10553e-05 2.47578e-15 4.37765e-05 2.35903e-08 0 0 0.000519024 0.000264264 0 0 0 2.55148e-13 0.103876 0 0 0 0.214342 8.32395e-14 0.982589 
0 0 0 5.13213e-22 1.19166e-07 1.15744e-14 2.55516e-29 0 8.53645e-13 2.58013e-11 5.55048e-06 5.69076e-11 0.000728901 0.000474888 0.000673505 1.79286e-08 3.33447e-05 0 0 0 0 0 4.50698e-31 0 0 0 0 0 0 1.17447e-19 6.17789e-09 2.35163e-13 4.07549e-29 0 0.0672731 0.37337 0.0201289 3.46678e-12 5.72588e-17 5.209e-10 1.61638e-08 9.39146e-10 3.92317e-14 4.60457e-10 7.08219e-05 1.58414e-09 0.0210253 0.164818 0.0169294 7.88229e-06 1.26259e-16 1.79969e-09 1.93135e-05 2.47355e-15 7.63763e-05 3.10959e-08 0 0 0.000518999 0.000264336 0 0 0 1.56301e-13 0.084223 0 0 0 0.282797 6.31781e-14 0.981723 
0 0 0 9.36239e-22 2.98652e-07 2.47216e-14 3.98468e-29 0 2.14e-12 8.94013e-11 5.55055e-06 4.85738e-11 0.000442203 0.00034696 0.000575251 1.53175e-08 3.33767e-05 0 0 0 0 0 3.57848e-31 0 0 0 0 0 0 9.32877e-20 6.74133e-09 2.18696e-13 2.76726e-29 0 0.0571232 0.380649 0.0240267 3.46682e-12 4.88736e-17 3.80577e-10 1.38057e-08 5.69753e-10 3.35181e-14 4.60898e-10 9.76314e-05 1.86115e-09 0.0175838 0.165496 0.0199028 9.24555e-06 2.41491e-16 1.80023e-09 2.66217e-05 2.47196e-15 0.000105177 3.64395e-08 0 0 0.000518971 0.000264407 0 0 0 1.11117e-13 0.0703628 0 0 0 0.331611 5.3926e-14 0.981102 
0 0 0 1.22287e-21 4.41918e-07 3.43516e-14 4.89438e-29 0 3.16698e-12 1.50311e-10 5.55058e-06 4.56463e-11 0.000356056 0.000306788 0.000540734 1.44002e-08 3.33904e-05 0 0 0 0 0 3.02802e-31 0 0 0 0 0 0 7.89539e-20 6.46365e-09 1.96909e-13 2.20247e-29 0 0.0525183 0.383766 0.0257699 3.46684e-12 4.5928e-17 3.36513e-10 1.29773e-08 4.58757e-10 3.15107e-14 4.61087e-10 0.000110649 1.98077e-09 0.0160459 0.16561 0.0211879 9.84404e-06 3.11591e-16 1.80046e-09 3.02058e-05 2.47128e-15 0.00011929 3.87827e-08 0 0 0.00051894 0.000264476 0 0 0 9.52223e-14 0.0642566 0 0 0 0.353033 5.0676e-14 0.980837 
0 0 0 1.37702e-21 5.24247e-07 3.96942e-14 5.3719e-29 0 3.75718e-12 1.88108e-10 5.55059e-06 4.44769e-11 0.000323709 0.000291435 0.000526944 1.40337e-08 3.33962e-05 0 0 0 0 0 2.69935e-31 0 0 0 0 0 0 7.03928e-20 6.07107e-09 1.80152e-13 1.91396e-29 0 0.05048 0.385176 0.0265415 3.46685e-12 4.47514e-17 3.19672e-10 1.26464e-08 4.1708e-10 3.07088e-14 4.61168e-10 0.000116506 2.03152e-09 0.0153604 0.165541 0.0217334 1.01055e-05 3.46591e-16 1.80056e-09 3.18442e-05 2.47099e-15 0.000125738 3.98059e-08 0 0 0.000518908 0.000264545 0 0 0 8.88555e-14 0.0615769 0 0 0 0.362391 4.93778e-14 0.980723 
0 0 0 1.46532e-21 5.72892e-07 4.27998e-14 5.64203e-29 0 4.10592e-12 2.11242e-10 5.5506e-06 4.38918e-11 0.000308036 0.000283898 0.000520045 1.38504e-08 3.33993e-05 0 0 0 0 0 2.48999e-31 0 0 0 0 0 0 6.49394e-20 5.75164e-09 1.68401e-13 1.74273e-29 0 0.0494344 0.386016 0.0269522 3.46685e-12 4.41627e-17 3.11405e-10 1.24808e-08 3.96886e-10 3.03076e-14 4.61211e-10 0.000119551 2.05686e-09 0.0149987 0.165422 0.0220059 1.02416e-05 3.66554e-16 1.80061e-09 3.27137e-05 2.47083e-15 0.00012916 4.0338e-08 0 0 0.000518875 0.000264613 0 0 0 8.56836e-14 0.0601899 0 0 0 0.367259 4.87282e-14 0.980663 
0 0 0 1.52018e-21 6.03769e-07 4.47505e-14 5.80793e-29 0 4.3273e-12 2.26649e-10 5.5506e-06 4.35485e-11 0.000299133 0.000279519 0.000515999 1.37428e-08 3.34013e-05 0 0 0 0 0 2.34844e-31 0 0 0 0 0 0 6.12529e-20 5.51119e-09 1.60087e-13 1.63107e-29 0 0.0488467 0.386661 0.0272091 3.46686e-12 4.38173e-17 3.06601e-10 1.23837e-08 3.85415e-10 3.00723e-14 4.61238e-10 0.000121346 2.07125e-09 0.0147838 0.165289 0.0221607 1.03228e-05 3.79782e-16 1.80065e-09 3.32382e-05 2.47073e-15 0.000131222 4.06558e-08 0 0 0.000518842 0.00026468 0 0 0 8.38624e-14 0.0593837 0 0 0 0.370167 4.83471e-14 0.980625 
