Void H2O C3S C2S C3A C4AF K2SO4 NA2SO4 GYPSUM HEMIANH CACO3 CH CSH AFMC MONOSULPH ETTR BRUCITE HYDROTALC AFM LIME PERICLASE DAMAGE 
0 0.549216 0.209435 0.0612078 0.0329059 0.0249325 0 0 0.0178364 0 0.00392855 0.0214257 0.0303311 0 0 0.0219441 0.0266492 0.000188222 0 0 0 0 
0 0.545688 0.206587 0.0610029 0.0326213 0.0249053 0 0 0.0171087 0 0.00392855 0.023308 0.0335839 0 0 0.0244072 0.0266416 0.000217555 0 0 0 0 
0 0.541909 0.203593 0.0607835 0.0323085 0.0248749 0 0 0.0163049 0 0.00392855 0.0252883 0.0370099 0 0 0.0271165 0.0266327 0.000250795 0 0 0 0 
0 0.537886 0.200454 0.0605484 0.0319696 0.0248408 0 0 0.0154298 0 0.00392856 0.0273656 0.0406087 0 0 0.0300575 0.0266224 0.000288626 0 0 0 0 
0 0.533656 0.197174 0.0602967 0.0316129 0.0248028 0 0 0.0145049 0 0.00392856 0.0295384 0.0443782 0 0 0.0331653 0.0266099 0.000332181 0 0 0 0 
0 0.52922 0.193758 0.0600274 0.0312385 0.0247605 0 0 0.0135295 0 0.00392857 0.0318043 0.0483156 0 0 0.036441 0.0265951 0.000382169 0 0 0 0 
0 0.524581 0.19021 0.059739 0.0308467 0.0247134 0 0 0.0125034 0 0.00392857 0.03416 0.0524167 0 0 0.0398847 0.0265775 0.000439376 0 0 0 0 
0 0.519743 0.186538 0.0594302 0.0304379 0.0246611 0 0 0.0114267 0 0.00392858 0.0366014 0.0566762 0 0 0.0434959 0.0265567 0.000504679 0 0 0 0 
0 0.51471 0.182751 0.0590994 0.0300126 0.0246029 0 0 0.0103 0 0.00392859 0.0391237 0.0610876 0 0 0.0472727 0.0265325 0.000579052 0 0 0 0 
0 0.509489 0.178858 0.0587448 0.0295717 0.0245384 0 0 0.00912382 0 0.00392859 0.0417214 0.0656439 0 0 0.0512124 0.0265042 0.000663584 0 0 0 0 
0 0.504088 0.174869 0.0583645 0.0291159 0.0244668 0 0 0.00789924 0 0.0039286 0.0443886 0.070337 0 0 0.0553115 0.0264715 0.000759489 0 0 0 0 
0 0.498517 0.170796 0.05796 0.0286465 0.0243874 0 0 0.00662755 0 0.0039286 0.0471176 0.0751528 0 0 0.0595653 0.0264336 0.000868125 0 0 0 0 
0 0.49279 0.166651 0.0575374 0.0281645 0.0242993 0 0 0.00531013 0 0.00392861 0.0498993 0.0800699 0 0 0.0639687 0.0263899 0.000991021 0 0 0 0 
0 0.486984 0.162446 0.0570959 0.0276859 0.0242017 0 0 0.00398688 0 0.00392862 0.0527263 0.085076 0 0 0.0683979 0.0263391 0.0011308 0 0 0 0 
0 0.481094 0.158195 0.0566351 0.0272087 0.0240934 0 0 0.00264975 0 0.00392863 0.0555909 0.090159 0 0 0.0728754 0.0262805 0.00128929 0 0 0 0 
0 0.475117 0.153911 0.0561542 0.0267314 0.0239732 0 0 0.0012922 0 0.00392863 0.0584849 0.0953056 0 0 0.07742 0.0262131 0.00146857 0 0 0 0 
0 0.469024 0.149607 0.0556528 0.0262528 0.0238396 0 0 0 0 0.00392863 0.0614043 0.100503 0 0 0.0819655 0.0261246 0.0016981 0 0 0 0 
0 0.462668 0.145295 0.0551303 0.0257719 0.0236912 0 0 0 0 0.00392841 0.0643126 0.10574 0 0 0.0852253 0.0258349 0.00240253 0 0 0 0 
0 0.455895 0.140988 0.0545865 0.025288 0.0235262 0 0 0 0 0.00392775 0.0668362 0.111002 0 0 0.089438 0.025648 0.00286448 0 0 0 0 
0 0.448964 0.136699 0.0540211 0.0248005 0.0233427 0 0 0 0 0.00392674 0.0692812 0.116278 0 0 0.0939096 0.0254645 0.00331353 0 0 0 0 
0 0.442722 0.132438 0.0534339 0.0243087 0.0231385 0 0 0 0 0.00392587 0.0720951 0.121556 0 0 0.0970662 0.025062 0.00425378 0 0 0 0 
0 0.437356 0.128216 0.0528253 0.0238123 0.0229115 0 0 0 0 0.00392548 0.0753797 0.126826 0 0 0.0985573 0.0243879 0.00580389 0 0 0 0 
0 0.432348 0.124042 0.0521954 0.0233109 0.0226588 0 0 0 0 0.00392532 0.0788723 0.132076 0 0 0.0993218 0.0235686 0.0076815 0 0 0 0 
0 0.427447 0.119926 0.0515449 0.0228042 0.0223778 0 0 0 0 0.00392503 0.0824433 0.137296 0 0 0.0998165 0.0226631 0.00975508 0 0 0 0 
0 0.422573 0.115876 0.0508743 0.0222918 0.0220652 0 0 0 0 0.00392525 0.0860495 0.142478 0 0 0.100189 0.021687 0.0119904 0 0 0 0 
0 0.417702 0.111898 0.0501847 0.0217734 0.0217242 0 0 0 0 0.00392499 0.0896661 0.147613 0 0 0.100502 0.0206534 0.0143576 0 0 0 0 
0 0.412862 0.107999 0.0494771 0.0212488 0.0213733 0 0 0 0 0.00392499 0.0932636 0.152693 0 0 0.100779 0.019593 0.0167861 0 0 0 0 
0 0.408051 0.104184 0.0487528 0.0207176 0.0210127 0 0 0 0 0.00392501 0.0968344 0.15771 0 0 0.101034 0.0185079 0.0192709 0 0 0 0 
0 0.403268 0.100457 0.0480133 0.0201797 0.0206429 0 0 0 0 0.00392503 0.100373 0.162658 0 0 0.101275 0.0173996 0.021809 0 0 0 0 
0 0.398517 0.0968211 0.04726 0.0196348 0.0202644 0 0 0 0 0.00392537 0.103876 0.167531 0 0 0.101503 0.0162688 0.0243988 0 0 0 0 
0 0.393798 0.0932802 0.0464946 0.0190826 0.0198778 0 0 0 0 0.0039254 0.107339 0.172324 0 0 0.101724 0.015117 0.0270365 0 0 0 0 
0 0.389141 0.0898357 0.0457189 0.0185393 0.0194837 0 0 0 0 0.00392544 0.110742 0.177032 0 0 0.101938 0.0139624 0.029681 0 0 0 0 
0 0.384551 0.0864892 0.0449345 0.018005 0.0190837 0 0 0 0 0.00392547 0.114082 0.181652 0 0 0.102144 0.0128078 0.032326 0 0 0 0 
0 0.380038 0.0832416 0.0441433 0.0174797 0.0186825 0 0 0 0 0.00392551 0.117352 0.186178 0 0 0.102344 0.0116603 0.0349549 0 0 0 0 
0 0.375599 0.0800928 0.0433469 0.0169634 0.0182782 0 0 0 0 0.00392555 0.120554 0.19061 0 0 0.102539 0.0105172 0.0375739 0 0 0 0 
0 0.371233 0.0770431 0.0425471 0.0164562 0.0178694 0 0 0 0 0.00392558 0.123689 0.194944 0 0 0.102729 0.00937659 0.0401874 0 0 0 0 
0 0.36694 0.0740921 0.0417457 0.0159581 0.0174552 0 0 0 0 0.00392562 0.126756 0.199178 0 0 0.102913 0.00823694 0.0427992 0 0 0 0 
